HRS2010Q29,Ref: SecJ.WORKSTATUS.Q29_NotWrk * ... 8079 1. NOT WORKING PREVIOUS AND CURRENT WAVES 13955 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q30,Ref: SecJ.WORKSTATUS.Q30_ * ... 3198 1. WORK SOMEONE ELSE AND EMPLOYED PREV WAVE 1194 2. NOT WORK SOME ELSE AND EMPLOYED PREV WAVE 433 3. NOT CURRENTLY SELF EMP AND SELF EMP PREV WAVE 17209 4. ALL OTHERS
HRS2010Q31,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q31_MoStopWrkSelf According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo][Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself? Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo]\, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\,[System Date] Month: ... 42 1. JAN 17 2. FEB 19 3. MAR 18 4. APR 20 5. MAY 33 6. JUN 19 7. JUL 23 8. AUG 27 9. SEP 25 10. OCT 24 11. NOV 48 12. DEC 94. STILL WORKING FOR SELF (AS PRIMARY JOB) 22 96. STILL WORKING FOR SELF AS SECOND JOB 54 97. DENIES BEING SELF-EMPLOYED AT PREVIOUS IW 34 98. DK (Don't Know); NA (Not Ascertained) 6 99. RF (Refused) 21603 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q32,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q32_YrStopWrkSelf (According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo][Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself?) Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo]\, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\,[System Date] Year: ... 334 1996-2011. Actual Value 15 9998. DK (Don't Know); NA (Not Ascertained) 82 9999. RF (Refused) 21603 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q33,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33_ Were there any months since [System Month] System Date/[Previous Wave Month]/ [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] when you were not working for pay? ... 12 1. YES 9 5. NO 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 22012 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q34,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[1].W776_Year * ... 2 2011. Actual Value 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 22032 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q35,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[1].W777_ Were there any months in [ELIGIBLE YEAR] when you were not working for pay? ... 1 1. YES 1 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 22032 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q36,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[1].W778_WhichMonths[1] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22033 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q37,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[1].W778_WhichMonths[2] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22034 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q38,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W776_Year * ... 12 2010. Actual Value 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 22022 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q39,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W777_ Were there any months in [ELIGIBLE YEAR] when you were not working for pay? ... 11 1. YES 1 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 22022 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q40,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[1] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 7 1. JAN 3 2. FEB 3. MAR 1 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22023 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q41,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[2] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 6 2. FEB 3 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22024 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q42,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[3] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 6 3. MAR 2 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22026 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q43,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[4] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 5 4. APR 1 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22028 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q44,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[5] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 4 5. MAY 1 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q45,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[6] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 4 6. JUN 1 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q46,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[7] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 4 7. JUL 1 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q47,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[8] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 4 8. AUG 1 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q48,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[9] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 4 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q49,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[10] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 4 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22029 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q50,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[11] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 3 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22030 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q51,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths[12] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22033 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q52,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W776_Year * ... 12 2009. Actual Value 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 22022 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q53,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W777_ Were there any months in [ELIGIBLE YEAR] when you were not working for pay? ... 9 1. YES 3 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 22022 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q54,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths[1] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 3 1. JAN 1 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 7. JUL 8. AUG 1 9. SEP 10. OCT 1 11. NOV 12. DEC 2 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22025 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q55,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths[2] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 3 2. FEB 1 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22027 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q56,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths[3] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 2 3. MAR 4. APR 5. MAY 1 6. JUN 7. JUL 1 8. AUG 9. SEP 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22028 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q57,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths[4] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 1 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 1 9. SEP 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22030 Blank. INAP (Inapplicable); Partial Interview
HRS2010Q58,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths[5] Which months in [ELIGIBLE YEAR] where those (when you were not working for pay)? [IWER: CHOOSE ALL THAT APPLY] [IWER: ONLY ELIGIBLE MONTHS WILL APPEAR ON THE LIST] [IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No'] ... 1. JAN 2. FEB 3. MAR 4. APR 1 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 22032 Blank. INAP (Inapplicable); Partial Interview
